"Nomenclature","ReporterCode","ReporterISO3","ReporterName","ProductCode","PartnerCode","PartnerISO3","PartnerName","Year","TradeFlowName","TradeValue in 1000 USD","ProductDescription","TradeFlow","Quantity","ShortName","NetWeight in KGM"
"H5","608","PHL","Philippines","03","090","SLB","Solomon Is",2024,"Gross Imports",1479.269,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,0,"N.Q.",0
"H5","608","PHL","Philippines","03","104","MMR","Myanmar",2024,"Gross Imports",142.301,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,0,"N.Q.",0
"H5","608","PHL","Philippines","03","124","CAN","Canada",2024,"Gross Imports",2937.849,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,0,"N.Q.",0
"H5","608","PHL","Philippines","03","144","LKA","Sri Lanka",2024,"Gross Imports",108.295,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,0,"N.Q.",0
"H5","608","PHL","Philippines","03","152","CHL","Chile",2024,"Gross Imports",28165.691,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,0,"N.Q.",0
"H5","608","PHL","Philippines","03","156","CHN","China",2024,"Gross Imports",221547.149,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,0,"N.Q.",0
"H5","608","PHL","Philippines","03","162","CXR","Christmas Is",2024,"Gross Imports",532.22,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,0,"N.Q.",0
"H5","608","PHL","Philippines","03","208","DNK","Denmark",2024,"Gross Imports",878.965,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,0,"N.Q.",0
"H5","608","PHL","Philippines","03","218","ECU","Ecuador",2024,"Gross Imports",134.354,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,0,"N.Q.",0
"H5","608","PHL","Philippines","03","233","EST","Estonia",2024,"Gross Imports",340.021,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,0,"N.Q.",0
"H5","608","PHL","Philippines","03","234","FRO","Faeroe Is",2024,"Gross Imports",2798.032,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,0,"N.Q.",0
"H5","608","PHL","Philippines","03","242","FJI","Fiji",2024,"Gross Imports",47.119,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,0,"N.Q.",0
"H5","608","PHL","Philippines","03","251","FRA","France+Monac",2024,"Gross Imports",3013.13,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,0,"N.Q.",0
"H5","608","PHL","Philippines","03","276","DEU","Germany",2024,"Gross Imports",164.307,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,0,"N.Q.",0
"H5","608","PHL","Philippines","03","296","KIR","Kiribati",2024,"Gross Imports",3178.438,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,0,"N.Q.",0
"H5","608","PHL","Philippines","03","344","HKG","Hong Kong",2024,"Gross Imports",30.274,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,0,"N.Q.",0
"H5","608","PHL","Philippines","03","360","IDN","Indonesia",2024,"Gross Imports",15337.555,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,0,"N.Q.",0
"H5","608","PHL","Philippines","03","372","IRL","Ireland",2024,"Gross Imports",60,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,0,"N.Q.",0
"H5","608","PHL","Philippines","03","380","ITA","Italy",2024,"Gross Imports",49.785,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,0,"N.Q.",0
"H5","608","PHL","Philippines","03","392","JPN","Japan",2024,"Gross Imports",18963.258,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,0,"N.Q.",0
"H5","608","PHL","Philippines","03","410","KOR","Korea Rep.",2024,"Gross Imports",16386.067,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,0,"N.Q.",0
"H5","608","PHL","Philippines","03","440","LTU","Lithuania",2024,"Gross Imports",205.73,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,0,"N.Q.",0
"H5","608","PHL","Philippines","03","458","MYS","Malaysia",2024,"Gross Imports",3428.445,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,0,"N.Q.",0
"H5","608","PHL","Philippines","03","462","MDV","Maldives",2024,"Gross Imports",467.943,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,0,"N.Q.",0
"H5","608","PHL","Philippines","03","484","MEX","Mexico",2024,"Gross Imports",148.029,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,0,"N.Q.",0
"H5","608","PHL","Philippines","03","490","OAS","Asia Othr.ns",2024,"Gross Imports",11772.638,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,0,"N.Q.",0
"H5","608","PHL","Philippines","03","504","MAR","Morocco",2024,"Gross Imports",1187.088,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,0,"N.Q.",0
"H5","608","PHL","Philippines","03","512","OMN","Oman",2024,"Gross Imports",19.861,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,0,"N.Q.",0
"H5","608","PHL","Philippines","03","520","NRU","Nauru",2024,"Gross Imports",9388.385,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,0,"N.Q.",0
"H5","608","PHL","Philippines","03","528","NLD","Netherlands",2024,"Gross Imports",1002.705,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,0,"N.Q.",0
"H5","608","PHL","Philippines","03","548","VUT","Vanuatu",2024,"Gross Imports",3766.67,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,0,"N.Q.",0
"H5","608","PHL","Philippines","03","554","NZL","New Zealand",2024,"Gross Imports",3680.339,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,0,"N.Q.",0
"H5","608","PHL","Philippines","03","579","NOR","Norway,Sb,JM",2024,"Gross Imports",17649.751,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,0,"N.Q.",0
"H5","608","PHL","Philippines","03","583","FSM","Micronesia",2024,"Gross Imports",16278.293,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,0,"N.Q.",0
"H5","608","PHL","Philippines","03","584","MHL","Marshall Is",2024,"Gross Imports",7437.556,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,0,"N.Q.",0
"H5","608","PHL","Philippines","03","591","PAN","Panama",2024,"Gross Imports",1.833,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,0,"N.Q.",0
"H5","608","PHL","Philippines","03","598","PNG","Papua N.Guin",2024,"Gross Imports",123875.725,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,0,"N.Q.",0
"H5","608","PHL","Philippines","03","604","PER","Peru",2024,"Gross Imports",141.707,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,0,"N.Q.",0
"H5","608","PHL","Philippines","03","616","POL","Poland",2024,"Gross Imports",1636.435,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,0,"N.Q.",0
"H5","608","PHL","Philippines","03","643","RUS","Russian Fed",2024,"Gross Imports",313.448,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,0,"N.Q.",0
"H5","608","PHL","Philippines","03","690","SYC","Seychelles",2024,"Gross Imports",230.962,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,0,"N.Q.",0
"H5","608","PHL","Philippines","03","699","IND","India",2024,"Gross Imports",58.149,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,0,"N.Q.",0
"H5","608","PHL","Philippines","03","702","SGP","Singapore",2024,"Gross Imports",344.429,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,0,"N.Q.",0
"H5","608","PHL","Philippines","03","704","VNM","Viet Nam",2024,"Gross Imports",136788.717,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,0,"N.Q.",0
"H5","608","PHL","Philippines","03","724","ESP","Spain",2024,"Gross Imports",36520.936,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,0,"N.Q.",0
"H5","608","PHL","Philippines","03","752","SWE","Sweden",2024,"Gross Imports",475.83,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,0,"N.Q.",0
"H5","608","PHL","Philippines","03","764","THA","Thailand",2024,"Gross Imports",2597.471,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,0,"N.Q.",0
"H5","608","PHL","Philippines","03","792","TUR","Turkey",2024,"Gross Imports",192.688,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,0,"N.Q.",0
"H5","608","PHL","Philippines","03","798","TUV","Tuvalu",2024,"Gross Imports",3192.391,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,0,"N.Q.",0
"H5","608","PHL","Philippines","03","826","GBR","Untd.Kingdom",2024,"Gross Imports",9383.439,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,0,"N.Q.",0
"H5","608","PHL","Philippines","03","842","USA","USA,PR,USVI",2024,"Gross Imports",3354.919,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,0,"N.Q.",0
"H5","608","PHL","Philippines","04","000","WLD","World",2024,"Gross Imports",1379783.241,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,0,"N.Q.",0
"H5","608","PHL","Philippines","04","032","ARG","Argentina",2024,"Gross Imports",7559.454,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,0,"N.Q.",0
"H5","608","PHL","Philippines","04","036","AUS","Australia",2024,"Gross Imports",67585.282,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,0,"N.Q.",0
"H5","608","PHL","Philippines","04","040","AUT","Austria",2024,"Gross Imports",897.469,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,0,"N.Q.",0
"H5","608","PHL","Philippines","04","048","BHR","Bahrain",2024,"Gross Imports",695.951,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,0,"N.Q.",0
"H5","608","PHL","Philippines","04","050","BGD","Bangladesh",2024,"Gross Imports",1963.477,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,0,"N.Q.",0
"H5","608","PHL","Philippines","04","056","BEL","Belgium",2024,"Gross Imports",56610.644,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,0,"N.Q.",0
"H5","608","PHL","Philippines","04","076","BRA","Brazil",2024,"Gross Imports",4247.511,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,0,"N.Q.",0
"H5","608","PHL","Philippines","04","112","BLR","Belarus",2024,"Gross Imports",24592.227,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,0,"N.Q.",0
"H5","608","PHL","Philippines","04","124","CAN","Canada",2024,"Gross Imports",16433.563,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,0,"N.Q.",0
"H5","608","PHL","Philippines","04","144","LKA","Sri Lanka",2024,"Gross Imports",11.751,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,0,"N.Q.",0
"H5","608","PHL","Philippines","04","152","CHL","Chile",2024,"Gross Imports",102.832,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,0,"N.Q.",0
"H5","608","PHL","Philippines","04","156","CHN","China",2024,"Gross Imports",10957.365,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,0,"N.Q.",0
"H5","608","PHL","Philippines","04","191","HRV","Croatia",2024,"Gross Imports",37.446,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,0,"N.Q.",0
"H5","608","PHL","Philippines","04","203","CZE","Czech Rep",2024,"Gross Imports",1502.191,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,0,"N.Q.",0
"H5","608","PHL","Philippines","04","208","DNK","Denmark",2024,"Gross Imports",56980.904,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,0,"N.Q.",0
"H5","608","PHL","Philippines","04","233","EST","Estonia",2024,"Gross Imports",159.58,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,0,"N.Q.",0
"H5","608","PHL","Philippines","04","251","FRA","France+Monac",2024,"Gross Imports",37139.137,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,0,"N.Q.",0
"H5","608","PHL","Philippines","04","276","DEU","Germany",2024,"Gross Imports",49713.987,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,0,"N.Q.",0
"H5","608","PHL","Philippines","04","300","GRC","Greece",2024,"Gross Imports",2558.141,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,0,"N.Q.",0
"H5","608","PHL","Philippines","04","320","GTM","Guatemala",2024,"Gross Imports",0.556,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,0,"N.Q.",0
"H5","608","PHL","Philippines","04","344","HKG","Hong Kong",2024,"Gross Imports",78.36,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,0,"N.Q.",0
"H5","608","PHL","Philippines","04","348","HUN","Hungary",2024,"Gross Imports",623.348,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,0,"N.Q.",0
"H5","608","PHL","Philippines","04","360","IDN","Indonesia",2024,"Gross Imports",72961.502,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,0,"N.Q.",0
"H5","608","PHL","Philippines","04","364","IRN","Iran-Islam.R",2024,"Gross Imports",30.087,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,0,"N.Q.",0
"H5","608","PHL","Philippines","04","372","IRL","Ireland",2024,"Gross Imports",36349.199,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,0,"N.Q.",0
"H5","608","PHL","Philippines","04","380","ITA","Italy",2024,"Gross Imports",8627.368,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,0,"N.Q.",0
"H5","608","PHL","Philippines","04","392","JPN","Japan",2024,"Gross Imports",1495.695,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,0,"N.Q.",0
"H5","608","PHL","Philippines","04","400","JOR","Jordan",2024,"Gross Imports",4.518,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,0,"N.Q.",0
"H5","608","PHL","Philippines","04","410","KOR","Korea Rep.",2024,"Gross Imports",593.092,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,0,"N.Q.",0
"H5","608","PHL","Philippines","04","440","LTU","Lithuania",2024,"Gross Imports",1476.882,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,0,"N.Q.",0
"H5","608","PHL","Philippines","04","458","MYS","Malaysia",2024,"Gross Imports",18289.563,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,0,"N.Q.",0
"H5","608","PHL","Philippines","04","490","OAS","Asia Othr.ns",2024,"Gross Imports",216.007,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,0,"N.Q.",0
"H5","608","PHL","Philippines","04","528","NLD","Netherlands",2024,"Gross Imports",39458.497,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,0,"N.Q.",0
"H5","608","PHL","Philippines","04","554","NZL","New Zealand",2024,"Gross Imports",396497.369,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,0,"N.Q.",0
"H5","608","PHL","Philippines","04","579","NOR","Norway,Sb,JM",2024,"Gross Imports",1008.08,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,0,"N.Q.",0
"H5","608","PHL","Philippines","04","586","PAK","Pakistan",2024,"Gross Imports",0.626,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,0,"N.Q.",0
"H5","608","PHL","Philippines","04","616","POL","Poland",2024,"Gross Imports",42071.128,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,0,"N.Q.",0
"H5","608","PHL","Philippines","04","620","PRT","Portugal",2024,"Gross Imports",10.025,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,0,"N.Q.",0
"H5","608","PHL","Philippines","04","642","ROM","Romania",2024,"Gross Imports",219.944,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,0,"N.Q.",0
"H5","608","PHL","Philippines","04","643","RUS","Russian Fed",2024,"Gross Imports",313.811,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,0,"N.Q.",0
"H5","608","PHL","Philippines","04","682","SAU","Saudi Arabia",2024,"Gross Imports",292.006,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,0,"N.Q.",0
"H5","608","PHL","Philippines","04","699","IND","India",2024,"Gross Imports",3170.146,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,0,"N.Q.",0
"H5","608","PHL","Philippines","04","702","SGP","Singapore",2024,"Gross Imports",9633.982,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,0,"N.Q.",0
"H5","608","PHL","Philippines","04","704","VNM","Viet Nam",2024,"Gross Imports",7460.256,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,0,"N.Q.",0
"H5","608","PHL","Philippines","04","705","SVN","Slovenia",2024,"Gross Imports",5537.386,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,0,"N.Q.",0
"H5","608","PHL","Philippines","04","724","ESP","Spain",2024,"Gross Imports",14897.379,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,0,"N.Q.",0
"H5","608","PHL","Philippines","04","752","SWE","Sweden",2024,"Gross Imports",15703.488,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,0,"N.Q.",0
"H5","608","PHL","Philippines","04","757","CHE","Switz.Liecht",2024,"Gross Imports",1063.14,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,0,"N.Q.",0
"H5","608","PHL","Philippines","04","764","THA","Thailand",2024,"Gross Imports",3525.402,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,0,"N.Q.",0
"H5","608","PHL","Philippines","04","784","ARE","Untd Arab Em",2024,"Gross Imports",1202.425,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,0,"N.Q.",0
"H5","608","PHL","Philippines","04","792","TUR","Turkey",2024,"Gross Imports",4273.808,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,0,"N.Q.",0
"H5","608","PHL","Philippines","04","804","UKR","Ukraine",2024,"Gross Imports",2005.943,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,0,"N.Q.",0
"H5","608","PHL","Philippines","04","826","GBR","Untd.Kingdom",2024,"Gross Imports",8172.694,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,0,"N.Q.",0
"H5","608","PHL","Philippines","04","842","USA","USA,PR,USVI",2024,"Gross Imports",332533.009,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,0,"N.Q.",0
"H5","608","PHL","Philippines","04","858","URY","Uruguay",2024,"Gross Imports",10237.608,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,0,"N.Q.",0
"H5","608","PHL","Philippines","05","000","WLD","World",2024,"Gross Imports",42233.011,"Animal originated products; not elsewhere specified or included",1,0,"N.Q.",
"H5","608","PHL","Philippines","05","036","AUS","Australia",2024,"Gross Imports",25218.139,"Animal originated products; not elsewhere specified or included",1,0,"N.Q.",0
"H5","608","PHL","Philippines","05","040","AUT","Austria",2024,"Gross Imports",91.32,"Animal originated products; not elsewhere specified or included",1,0,"N.Q.",0
"H5","608","PHL","Philippines","05","056","BEL","Belgium",2024,"Gross Imports",0.511,"Animal originated products; not elsewhere specified or included",1,0,"N.Q.",0
"H5","608","PHL","Philippines","05","076","BRA","Brazil",2024,"Gross Imports",270.856,"Animal originated products; not elsewhere specified or included",1,0,"N.Q.",0
"H5","608","PHL","Philippines","05","124","CAN","Canada",2024,"Gross Imports",65.624,"Animal originated products; not elsewhere specified or included",1,0,"N.Q.",0
"H5","608","PHL","Philippines","05","156","CHN","China",2024,"Gross Imports",49.605,"Animal originated products; not elsewhere specified or included",1,0,"N.Q.",0
"H5","608","PHL","Philippines","05","251","FRA","France+Monac",2024,"Gross Imports",598.807,"Animal originated products; not elsewhere specified or included",1,0,"N.Q.",0
"H5","608","PHL","Philippines","05","258","PYF","Fr.Polynesia",2024,"Gross Imports",64.621,"Animal originated products; not elsewhere specified or included",1,0,"N.Q.",0
"H5","608","PHL","Philippines","05","276","DEU","Germany",2024,"Gross Imports",3910.099,"Animal originated products; not elsewhere specified or included",1,0,"N.Q.",0
"H5","608","PHL","Philippines","05","300","GRC","Greece",2024,"Gross Imports",0.224,"Animal originated products; not elsewhere specified or included",1,0,"N.Q.",0
"H5","608","PHL","Philippines","05","344","HKG","Hong Kong",2024,"Gross Imports",0.292,"Animal originated products; not elsewhere specified or included",1,0,"N.Q.",
"H5","608","PHL","Philippines","05","360","IDN","Indonesia",2024,"Gross Imports",80.785,"Animal originated products; not elsewhere specified or included",1,0,"N.Q.",0
"H5","608","PHL","Philippines","05","372","IRL","Ireland",2024,"Gross Imports",1698.441,"Animal originated products; not elsewhere specified or included",1,0,"N.Q.",0
"H5","608","PHL","Philippines","05","380","ITA","Italy",2024,"Gross Imports",13.293,"Animal originated products; not elsewhere specified or included",1,0,"N.Q.",0
"H5","608","PHL","Philippines","05","392","JPN","Japan",2024,"Gross Imports",0.419,"Animal originated products; not elsewhere specified or included",1,0,"N.Q.",0
"H5","608","PHL","Philippines","05","450","MDG","Madagascar",2024,"Gross Imports",13.954,"Animal originated products; not elsewhere specified or included",1,0,"N.Q.",0
